redshift,0,1,2,3,4,5
0.13857202348,0.003848298466938115,0.005103967973319408,0.004740738903088579,0.0029515289901072043,0.0014658518315885185,0.0007204764364677103
0.129911308561,0.003778569198733041,0.005007159281996026,0.004647353239424471,0.0028892129044173973,0.0014328884190762628,0.0007043888609021026
0.12135275286,0.0037100745280259253,0.004912235185513017,0.004555831578513753,0.0028287519456028204,0.0014015113583739534,0.0006892859902750594
0.112896543818,0.003641216448697871,0.004816484490151668,0.004462157170892605,0.0027684198984075934,0.0013716750515740833,0.0006749797285953513
0.104538169613,0.0035726577228313975,0.004723015536262739,0.004371789750478477,0.002710601309628796,0.001343141004140368,0.0006610736026720605
0.0962766260902,0.003507755175861284,0.004636120607814112,0.004289781670565378,0.0026582175571297773,0.0013166017808778658,0.0006477602110783538
0.0881100273651,0.003446888941539049,0.004551786519964114,0.0042085883021472465,0.0026056451732095146,0.0012895171743888079,0.0006343359989919207
0.0800365078135,0.003385722499335138,0.004463609234523729,0.004122793256929997,0.002550942962537765,0.0012617440666232136,0.000620647696335323
0.0720542229961,0.003321872806490082,0.0043738533405536534,0.004036307553981309,0.0024964166871734974,0.0012345630028630658,0.0006070448267096405
0.0641613480391,0.0032605557084885274,0.004288837905257685,0.003952809752443312,0.002443087259677197,0.0012086410944579453,0.0005944282626466361
0.0563560782814,0.0032021556204945663,0.004211059178462929,0.0038762293086139384,0.0023931010835104125,0.00118391982254542,0.0005824981070286434
0.048636629557,0.0031393614227128433,0.004130813250810725,0.003799916164326195,0.0023434959213041147,0.0011586987750030011,0.0005698888942154893
0.040999807758,0.003071024345781006,0.004042392515910741,0.0037176711571955535,0.0022911446026954215,0.0011326654741525392,0.0005572550959360106
0.0334473631405,0.0030053969026966813,0.003953096292787636,0.0036340771300219705,0.0022382558833534023,0.0011061913007682886,0.0005445256056664976
0.0259756223608,0.002943993021812772,0.0038656179027873336,0.003550720070608148,0.002185914764225005,0.0010797114244072907,0.0005314459480968861
0.0185822755785,0.002887349728688131,0.00378685181842795,0.003474682545496232,0.0021386850789073646,0.001056674694796052,0.0005199316965875066
0.0112667658379,0.002850294795365858,0.0037373497289205646,0.00342607715230685,0.002108459775403297,0.001042522530479996,0.0005127610131487193
