t0,a,m1,m2,nu0,M_ch,K,nu_max,Dt_max
9170.21,44.3791,0.434698,0.450708,3.1801414545855667e-07,0.38531973521790325,7.508713059108091e-07,0.012085985511672368,3358557308.82649
2171.39,25.3779,0.534125,0.52347,8.037465383352043e-07,0.4603169257824975,1.0099308995052503e-06,0.015332469144979004,210684606.48726943
263.639,3.08472,0.805989,0.770768,2.315803487337197e-05,0.6861178541860741,1.9642403169076406e-06,0.027346018719893943,13883.840207474572
1304.25,1.82498,0.561453,0.337431,3.842444511629298e-05,0.3764942097566738,7.224269220384763e-07,0.00866441011016956,9783.502078887781
1538.32,7.88293,0.54797,0.53501,4.698093510389901e-06,0.4713539187147516,1.0506110311115293e-06,0.01577912028841818,1826735.766466761
1495.15,12.7213,0.810001,0.539336,2.558031667089996e-06,0.5730373016096693,1.4549059105701106e-06,0.015486320549035993,6673055.766792491
1357.51,0.42984,0.280582,0.536606,0.0003205115560096208,0.33432188163526116,5.926588270021755e-07,0.007007031973225625,41.66179089501613
2354.84,0.585002,0.257003,0.283952,0.0001642432336792411,0.2351135435368854,3.2960427163067285e-07,0.006607441640423317,445.5807841325326
5656.85,59.453,0.464449,0.514009,2.156022936976236e-07,0.42524264969174086,8.849623186808393e-07,0.013046102323190846,8033565199.40344
6830.56,1.10088,0.243578,0.279037,6.253510827826566e-05,0.22685248365788668,3.105293472787129e-07,0.006220752033916373,6210.696812016883
2671.89,8.96576,0.558468,0.408895,3.6606399571670427e-06,0.4150000618974974,8.497223121805076e-07,0.010976321450979652,4393524.391153461
932.11,1.64198,0.391752,0.568933,4.6545923788968094e-05,0.4095691213803219,8.312699804410548e-07,0.01038653334072955,5098.9649665350535
1451.05,1.64673,0.316972,0.359135,3.887917703455043e-05,0.29360543643993764,4.773133423119748e-07,0.008294426108382578,14350.248736334952
1236.89,0.756434,0.723528,0.273558,0.00015165358843482725,0.3785788379821632,7.291059507283711e-07,0.006736052399042099,249.16865191304106
10147.4,70.7939,0.51632,0.462224,1.6593552194460807e-07,0.4251545116594073,8.84656636546284e-07,0.012957413745370147,16154581985.674076
2759.81,0.402851,0.241487,0.264553,0.0002779832947986223,0.21999200546983333,2.9503593636850714e-07,0.006187398831542522,122.33193967277047
6970.77,0.86123,0.3055,0.255009,9.359561761188462e-05,0.24278593045809443,3.477250239470849e-07,0.006508869062481836,1892.283251167353
2912.61,0.152121,0.265703,0.329489,0.0012992350515151118,0.2572829518821943,3.830144005548462e-07,0.006784284820833099,1.5247619322874715
3330.97,25.9249,0.850976,0.27488,8.031723187425612e-07,0.4084507549332493,8.274903253075087e-07,0.006747392586696079,257625726.37539563
9301.44,0.291133,0.216506,0.209098,0.0004149622985978743,0.18522122362755852,2.2148687789023621e-07,0.0053464838994054,55.9407282174601
131.221,1.73962,0.908348,0.630881,5.402726390467187e-05,0.6568393762784053,1.8265380331657025e-06,0.019361279590062987,1559.4760951685414
1693.57,6.85121,0.617478,0.409563,5.6465855829938e-06,0.4359611267411581,9.224504143862643e-07,0.010925606700515973,1274099.3739363854
845.428,3.25509,0.71032,0.580529,1.9330191816418092e-05,0.5584595075020548,1.3937436488677713e-06,0.017382625825840783,31678.365337898154
12614.8,10.8968,0.377982,0.361245,2.3882697848451756e-06,0.32166826296248713,5.557469775455426e-07,0.009690220184675453,20980184.631444465
1329.96,1.36121,0.32863,0.348765,5.178169240232599e-05,0.2946969654610383,4.802744973847507e-07,0.008686726998765331,6641.743481721664
3987.98,0.274114,0.380201,0.20737,0.000533674306394774,0.24223865080641677,3.4641962291312333e-07,0.005093682312458488,18.260333486211252
2153.15,6.86679,0.567165,0.401089,5.463952868268485e-06,0.4139732171222981,8.462210553715475e-07,0.010700409760129625,1516141.5859687817
1430.14,1.41782,0.580017,0.315133,5.5996283571230974e-05,0.3687920927007052,6.979635682958867e-07,0.007979575016796182,3709.516927357182
60.6234,20.4519,1.12539,1.12817,1.621724267290293e-06,0.9809180680659132,3.563838183132598e-06,0.06743623473773312,9184427.466092007
1002.48,0.715708,0.29895,0.588346,0.00015544379764025735,0.36101488860988745,6.736049574503764e-07,0.007501974730885112,252.51879261507543
788.84,10.2998,0.71337,0.591207,3.452507373751162e-06,0.56485724302844,1.4204564495358552e-06,0.01785421979043496,3072240.504929676
1457.19,1.88187,0.4161,0.667889,4.029683645403308e-05,0.4563901144715826,9.95612791915119e-07,0.01109345487675742,6253.10367554084
2840.87,54.6745,0.552482,0.544571,2.588686853489857e-07,0.47750515463291804,1.0735613305684223e-06,0.01617389500591478,4066335408.015019
7880.6,0.389243,0.25945,0.219793,0.0002848325487118381,0.20774441808535177,2.68171338012846e-07,0.005568812833802809,126.11522691387033
3142.96,0.662853,0.25407,0.279623,0.00013525796767026275,0.23198369724830867,3.22323914889555e-07,0.006528875187658247,764.7178545342865
1506.05,10.5023,0.585316,0.53729,3.1104984796991556e-06,0.48810585852935,1.1135766613215534e-06,0.01578274692350849,5175774.387195531
4263.52,1.26182,0.282034,0.570301,6.508066692064457e-05,0.34492231756340475,6.243080174232255e-07,0.007028918167451321,2777.3859441331497
8203.71,0.92333,0.548952,0.228637,9.930762098045853e-05,0.3027321248327884,5.022974055627318e-07,0.005578203281731322,1118.5401525727166
214.355,3.95627,0.85232,0.803238,1.633752478571802e-05,0.7202433801122009,2.1297512339211203e-06,0.029402648296200665,32465.08432262353
369.308,6.14738,1.10949,0.713634,8.85148133644357e-06,0.7708965704218699,2.3851934552627273e-06,0.023312759312079646,148596.73801883153
9363.15,75.9475,0.452782,0.475022,1.454121983065471e-07,0.4037109027700852,8.115480094674355e-07,0.012696587876041564,25041421759.630573
10313.1,2.16334,0.314853,0.287522,2.4371891869471157e-05,0.2618749527846095,3.9447548887228534e-07,0.00746739502319781,60327.77870386852
5083.03,0.295648,0.257183,0.220944,0.000429785896605842,0.20739869927180027,2.674279531108402e-07,0.0056056805641041445,42.192497843485
3420.64,22.7651,0.526623,0.465645,9.163325059653485e-07,0.4309303309176803,9.047776370989443e-07,0.013064391480960677,165790128.21047354
10468.2,6.41506,0.341943,0.343767,5.092277956179338e-06,0.2984713462375663,4.905701969382901e-07,0.009131407277033246,3155794.2139908876
1419.62,0.338425,0.378882,0.255519,0.00040423248988659925,0.26982583620612105,4.146381954898463e-07,0.006423420045362354,32.05905276378957
11700.3,2.30579,0.294549,0.2893,2.1805376357355283e-05,0.2541227132568164,3.7520552578868397e-07,0.007566793396755178,85336.84371862416
6693.13,2.26916,0.565177,0.279619,2.6867124574012783e-05,0.34190096380123014,6.152202589061369e-07,0.006963453025292224,29827.81782994415
466.116,5.64523,0.734667,0.678495,8.855568724082804e-06,0.6145311762566406,1.6346945708032045e-06,0.022096824909843667,216551.70056118155
2683.08,35.582,0.684981,0.51981,5.167176161047841e-07,0.5184794530070904,1.2314477894927864e-06,0.014875380425387073,561242721.6136895
1549.25,1.44341,0.558127,0.496737,5.917750005648644e-05,0.45822252203283675,1.0022840178283748e-06,0.014194972478676519,2229.291193457036
2032.54,0.641711,0.287346,0.446862,0.0001665494772610596,0.3104440396487198,5.238041840134092e-07,0.007272389690478655,270.15066639409804
431.335,5.07546,0.741217,0.667703,1.0372250492050422e-05,0.612265731336587,1.6246631894694494e-06,0.021508886992567866,142939.01155360247
7741.58,27.1272,0.525397,0.423947,6.890445382542745e-07,0.4103881113042455,8.340422248452653e-07,0.011548543533078699,384646055.18726796
298.635,1.86901,0.816048,0.574039,4.6104837640228756e-05,0.5939992080999347,1.5446847644860762e-06,0.01692617702432735,2814.5665507012595
1479.17,6.3695,0.686797,0.405332,6.495639294759554e-06,0.45617216402517874,9.948204883512427e-07,0.010716216670183628,813153.0901663181
2840.94,1.18308,0.328963,0.365817,6.472103127563327e-05,0.3019097237595971,5.000252331684223e-07,0.008661488274327238,3519.3418070499465
3417.82,0.447996,0.666115,0.213925,0.0003125956608480619,0.31870286676603693,5.472343744849311e-07,0.005169413824581869,48.217292590638486
1086.14,1.21408,0.46309,0.559474,7.552960889136052e-05,0.4427199442993177,9.464083535597305e-07,0.012904769194794816,1231.7344725325663
5506.14,0.31939,0.225956,0.22754,0.00037277579271333236,0.19739415417497308,2.4627513428559514e-07,0.005811775444407775,66.9896858518634
1976.56,52.3056,0.572618,0.573587,2.827820317579981e-07,0.4989144902571894,1.1549777442046926e-06,0.01734677891312813,2986278650.994363
106.143,8.55858,0.984587,0.773961,5.291971362349588e-06,0.7588449690421518,2.3233707546809083e-06,0.027103525178082125,601372.5868878199
5521.34,14.6801,0.391361,0.421137,1.6012552731822447e-06,0.3533752317859006,6.500153266963953e-07,0.010615294643142328,52090314.755105175
6857.26,5.30116,0.359315,0.349331,6.89130140611872e-06,0.3084193495100823,5.181228922217806e-07,0.00933765753424193,1333539.8650292421
124.306,4.7534,0.840713,0.893845,1.2697868173626958e-05,0.7545850934230055,2.3016738789743774e-06,0.032030395313583045,58827.82787979337
1133.99,6.09981,0.717378,0.556056,7.484395048461858e-06,0.5489397281443203,1.354371660702786e-06,0.016310856959093033,409342.0630573512
9893.65,5.33719,0.319299,0.338967,6.5746806096193846e-06,0.28637341734143573,4.5787955963876026e-07,0.008409628190136397,1710639.2036068856
2855.34,19.412,0.529378,0.465825,1.1654492263356446e-06,0.43212647363804685,9.08967193713421e-07,0.013065465620670185,86905035.85864739
298.593,6.87474,0.838896,0.683973,6.8405307535917805e-06,0.6587425852209847,1.835367284538931e-06,0.02214746684264107,383954.4048081866
11269.9,92.9223,0.438915,0.474008,1.0658107386690959e-07,0.3970204040872189,7.892564349683354e-07,0.012186032300676273,58958134097.310555
4134.26,35.9033,1.36537,0.219104,5.846338406650714e-07,0.4421436315958935,9.443559256882096e-07,0.005288176633569162,526521200.4011943
1718.59,7.37807,0.593278,0.416835,5.0108772821049e-06,0.4315781619350336,9.070457403489448e-07,0.01120167255825511,1781734.0221469149
1947.17,30.2326,1.18548,0.211045,7.103200177937506e-07,0.40733510154930613,8.237267072500612e-07,0.005081818232643537,359127075.66790056
8031.56,1.76716,0.534257,0.262451,3.796459084250283e-05,0.3219728383928067,5.566242804112139e-07,0.0064997582960027375,13112.01838314246
313.948,7.30573,0.825229,0.72341,6.2968393433579795e-06,0.6723344351167241,1.898915670117945e-06,0.02437494382370497,462817.1677257366
1337.22,0.445071,0.606293,0.432676,0.00034300487482907057,0.44461764926542513,9.531792584561794e-07,0.011733754768365624,21.622115942774155
934.895,0.676429,0.735886,0.367153,0.0001886275178449166,0.44717385075083105,9.623301345599558e-07,0.009458005404399417,105.50956940957649
10887.6,6.17326,0.319712,0.343134,5.303681194617532e-06,0.28830427765618366,4.630365035505177e-07,0.008413727622352674,2999764.1701617013
965.393,0.20636,0.686533,0.329225,0.0010742362179286444,0.40844584649116294,8.274737518200903e-07,0.008334123091185695,1.1813448758853984
5069.2,0.379839,0.459309,0.202593,0.00034724856478130433,0.2612635934285068,3.92941814382076e-07,0.004927402467198434,50.71905452578246
1021.15,5.36311,0.715763,0.557156,9.076497056000642e-06,0.5488927317593822,1.3541784131499859e-06,0.016360168726977913,244784.64004906738
1507.81,2.39969,0.320919,0.535373,2.4872599353965657e-05,0.35851452854551297,6.658473660482946e-07,0.008186134980249001,33854.06871981966
3696.02,0.684935,0.293621,0.267916,0.0001320863969531664,0.24411574016879886,3.5090513579859764e-07,0.006914704094534857,748.3179126399779
11929.1,0.730868,0.333052,0.226132,0.000119580920121105,0.23802002397125285,3.364231792961263e-07,0.0056455044107366105,1017.5979810966305
2678.98,24.4783,0.452702,0.519889,8.136472992313033e-07,0.42213151436356694,8.741978069134952e-07,0.012595466816266361,235578631.54529366
1822.84,2.49667,0.559228,0.341236,2.4034462090551472e-05,0.3780010266127638,7.272522138132609e-07,0.008783196455701926,33962.41566722945
6136.4,4.03586,0.313364,0.345267,1.0001379083691122e-05,0.28628201839501194,4.576360241335032e-07,0.008208404216426475,559193.5998009538
757.841,12.3253,0.749638,0.596094,2.6787117646828227e-06,0.5811765604310223,1.489510504324231e-06,0.018006193403699196,5764069.951768739
1494.05,1.64431,0.307782,0.746729,4.866233608172307e-05,0.4094807766532345,8.309711581123236e-07,0.007685987367650612,4530.446612468642
548.408,1.03849,0.563996,0.466589,9.584762892585774e-05,0.44617943424231193,9.58766094007101e-07,0.013026970027104734,644.1369609021991
661.187,1.92985,0.766021,0.444092,4.099874619319817e-05,0.5040376638185828,1.1748120786431256e-06,0.01196283946236977,5060.794697939146
3686.31,0.273657,0.24207,0.230375,0.00047974309180236663,0.20556801374396688,2.635052783384349e-07,0.00590848281286352,31.931964395020614
4709.96,0.405793,0.591538,0.204387,0.000344843615672855,0.2946368897965747,4.801113306276593e-07,0.004937676702792766,42.28778363786407
12618.5,0.323529,0.243427,0.200547,0.0003617861103029096,0.19216727972163541,2.3550266373205747e-07,0.0050521657087563045,75.85607415692084
4759.16,3.08995,0.541727,0.312389,1.700098931624676e-05,0.35545314176075127,6.563981500330166e-07,0.00792629990920641,94727.67390838581
2729.36,32.0339,0.639104,0.519579,5.93212833462237e-07,0.5011190909739215,1.1634962827771165e-06,0.014943937239196072,411069894.94387656
4140.53,29.6436,0.52562,0.471428,6.181652110786371e-07,0.43322064026688495,9.128063504648895e-07,0.013285377186975587,469444900.976306
1519.22,4.66835,0.539939,0.396417,9.585578520378369e-06,0.40180004542134506,8.051560406603039e-07,0.01057953659885792,355942.49210812675
7535.58,88.6142,0.443593,0.513115,1.1715954187000595e-07,0.41511053544236654,8.50099340900721e-07,0.012274723619111558,42530320386.373184
9950.71,0.452052,0.202484,0.229793,0.00021614311966250914,0.18770856006039333,2.2646628193046966e-07,0.005130466551118733,311.7703264239053
4616.1,4.3621,0.406686,0.349592,9.53762517795483e-06,0.3280621534937293,5.742799299270389e-07,0.009246968025384755,505759.97910078743
11253.1,4.01687,0.298774,0.320568,9.767345375089593e-06,0.2693839241553281,4.135070117091051e-07,0.00780322685942901,659206.9354916456
293.151,4.53657,0.888315,0.763751,1.3291231290881977e-05,0.7166478360355142,2.112060767571101e-06,0.02666985449633032,56758.17921130867
7425.83,1.26835,0.562466,0.246143,6.29004220026447e-05,0.3185829612252121,5.468912743166462e-07,0.006041111773700932,3472.130524890804
7510.87,0.332044,0.215133,0.222585,0.0003454989176791242,0.19049469037042316,2.320962970641903e-07,0.005507390598151538,87.05214017761807
5980.42,12.9497,0.384076,0.409174,1.909670427718689e-06,0.3450746877309767,6.247677340949616e-07,0.010391621647526368,33881897.14452337
220.145,4.35109,0.808258,0.761321,1.3792323453594246e-05,0.6828323007975587,1.9485887064059157e-06,0.026730014027682984,55738.52029423311
8597.82,1.98884,0.28269,0.295018,2.7076801764473568e-05,0.25139330055343323,3.685130903485638e-07,0.007361340834141589,48774.86461872368
1488.02,2.264,0.316243,0.538124,2.7111312472874464e-05,0.3566260609840131,6.600120747431153e-07,0.00804381103321977,27140.759792528486
3189.57,0.157288,0.250809,0.329465,0.001220158119458618,0.24978411651571036,3.645900264249529e-07,0.00634949708081677,1.893595971806829
12308.8,15.2615,0.364731,0.383341,1.4495019765153006e-06,0.3254963248599765,5.668135650985507e-07,0.009794658530987068,77902555.81349468
355.381,29.2248,0.922246,0.759167,8.200735834217321e-07,0.7277388848571503,2.166819430119558e-06,0.026301937045231105,93070459.6452547
975.101,20.0261,0.598356,0.590195,1.2155064949156842e-06,0.5173322364277754,1.2269098562183162e-06,0.018077896290661068,57554156.642296225
1598.95,3.25162,0.583671,0.36305,1.658075376297702e-05,0.39850734640553037,7.941891927857968e-07,0.009441438702860601,83696.39033889533
2720.57,1.64831,0.317044,0.590647,4.4983538829235075e-05,0.3731478286476426,7.117567880376695e-07,0.008028928058318757,6522.795212209509
4209.35,0.751147,0.608981,0.235479,0.00014104090289079906,0.3225653688037845,5.583325978780852e-07,0.005741334517928316,394.8269248429023
4123.79,29.1413,0.813665,0.273735,6.623296926677375e-07,0.39938128821699215,7.970941262508984e-07,0.006722201004710439,447233744.0260171
7654.75,10.3781,0.375141,0.38262,2.6015506862589077e-06,0.3298153539618975,5.794040621548695e-07,0.010148264987283951,16019211.161075545
1355.71,0.238619,0.667868,0.328807,0.0008557801210298849,0.4029659041379149,8.09053525707189e-07,0.008331395712765234,2.219692571056665
1865.83,2.09702,0.542231,0.330663,3.0741130814821455e-05,0.3663951069198693,6.904192022767106e-07,0.00847480183344467,18558.500058018064
5365.78,0.607608,0.280742,0.295629,0.00016016174033899584,0.2507796142691653,3.670149905170636e-07,0.007300159889476998,427.9422597272794
1342.1,0.455734,0.282386,0.512193,0.00028949718132670777,0.3282000657348666,5.74682350266181e-07,0.007074389799515219,56.365016175923365
1310.14,0.551093,0.287957,0.591342,0.00022902025362225528,0.35470924168706164,6.541102070399431e-07,0.007185740689509404,92.51591642627895
590.102,24.4804,0.776026,0.66864,9.91514123739912e-07,0.6267403924067732,1.6891811576715792e-06,0.021475373108728175,71961818.8472345
2063.9,8.5521,0.574891,0.418897,3.982728135531449e-06,0.426144518271667,8.880926248073004e-07,0.01129687983162302,3357134.521113314
1136.09,1.21717,0.564926,0.524328,7.7657010154874e-05,0.4737300513951662,1.0594528786637428e-06,0.015291306975627727,1021.7508817432993
6190.7,0.408145,0.232345,0.325262,0.0002861444529940296,0.23864610583248905,3.3789933712845636e-07,0.005828476928605733,98.87508008596502
4227.28,0.529055,0.227163,0.261542,0.00018151607833923996,0.21208896126718982,2.775834238165858e-07,0.0057763789350852,405.2275259528169
5870.74,0.670413,0.236626,0.259914,0.00012826448533718082,0.21584621289578332,2.8582758618941763e-07,0.006054197100991949,993.5107679176423
223.923,17.2183,1.20122,0.784418,1.9706412792694375e-06,0.8412441324214522,2.7588843769800248e-06,0.027403607051433354,7055943.122088825
928.424,1.54069,0.529702,0.58855,5.52509678092733e-05,0.4859382097135386,1.1053466565689102e-06,0.01545901676751583,2427.562586274426
311.808,2.80769,0.954066,0.758022,2.7789597238114935e-05,0.7393514365424873,2.2247520798028388e-06,0.026161870898692603,7538.318336876438
1282.73,1.12901,0.523494,0.458424,8.25341858050982e-05,0.42627747884743666,8.885544931094839e-07,0.012800393859788052,1035.6199869275433
2208.01,11.4401,0.663486,0.427532,2.697206331175129e-06,0.4614385252858664,1.0140355271563417e-06,0.011487408082962886,8312873.039844093
1402.39,7.99065,0.566898,0.542874,4.6600080026805955e-06,0.4829204845039704,1.093929831827251e-06,0.016063738492142335,1792895.073411177
6578.87,1.9121,0.667975,0.263887,3.647983308000654e-05,0.3579617332515434,6.641371235119406e-07,0.006487001889234317,12222.95845091495
8985.59,55.981,0.519287,0.457046,2.3571159673096898e-07,0.42393651367553775,8.804366777658595e-07,0.012757694184165336,6365923968.667164
1899.22,6.5519,0.387215,0.430154,5.386431415194991e-06,0.35519107993244503,6.555917867283225e-07,0.010453783091986505,2033007.1685856201
1324.89,1.16931,0.54701,0.517652,8.153692420252863e-05,0.4632095946996764,1.0205305201974927e-06,0.015060080118160901,931.4027538100853
2378.68,1.75387,0.322713,0.634748,4.209275880517608e-05,0.38960674101300463,7.648463359497862e-07,0.00816927401064768,7246.270297892297
5658.01,0.286925,0.314889,0.207996,0.0004701034623859412,0.22184326428479298,2.99185469945418e-07,0.005164946053905922,29.67498279937642
2821.68,0.88222,0.604601,0.257829,0.00011197975749859402,0.3377035329875438,6.026836733872541e-07,0.006342364069673538,676.7653368339239
13358.6,67.5202,0.431039,0.450618,1.6909944942006864e-07,0.38364993531366626,7.454559209391511e-07,0.011952720233263483,18229480336.20408
1912.97,1.74904,0.298724,0.352173,3.484973386490778e-05,0.28217156686212463,4.467372529145707e-07,0.00774012535343833,20526.951434287606
9082.3,0.875428,0.27633,0.251221,8.860220278148104e-05,0.22931765714770275,3.161738249701574e-07,0.006450957146801981,2408.755818549841
955.45,0.618639,0.400262,0.325055,0.00017488434274260897,0.31367156863445855,5.329118114320376e-07,0.00847501516224227,233.11508065975084
472.012,2.39844,0.72007,0.733527,3.243184567846016e-05,0.6326823067516184,1.7159563466969324e-06,0.024430657776302843,6473.583523282159
11906.5,3.84243,0.53345,0.289506,1.203434076805143e-05,0.33898107282025264,6.064884056052505e-07,0.00726407754531725,257608.45161273167
3677.96,25.3319,0.532506,0.467735,7.837789986512744e-07,0.43428386487423437,9.165431373211005e-07,0.01313101347913216,248259687.03872895
7826.97,2.00951,0.55663,0.268249,3.185684846511931e-05,0.3320357016370754,5.859196432212093e-07,0.006649372199053621,19885.183632171276
5626.51,0.890759,0.259057,0.377369,9.481489574776674e-05,0.2712360111951296,4.182561492449054e-07,0.006526378873533113,1519.8128867079647
3557.09,0.167126,0.251017,0.327504,0.0011123372455598534,0.24916556406937782,3.6308651577414715e-07,0.006358286241980381,2.4401906475277295
9458.33,0.476494,0.195703,0.438982,0.00024201144583346537,0.2511394106181647,3.6789301108146033e-07,0.004756643343099662,141.95055488945758
3252.4,31.4256,0.5313,0.517557,5.808656791825314e-07,0.45649449586673496,9.959923333482177e-07,0.015095627053594077,507907001.91557604
948.364,14.2439,1.14355,0.333204,2.2586744933797373e-06,0.5184627839884114,1.2313818055015034e-06,0.008336981313830047,10987687.876530452
13326.9,4.65896,0.361742,0.313056,8.1619957502076e-06,0.2928045512719486,4.751453222395949e-07,0.008166685200257253,926030.6031877673
561.957,2.28033,0.508105,0.614747,3.0747347116185685e-05,0.48609978456978764,1.10595927225167e-06,0.014530712534267248,11579.306199056507
